Green_genes11	Green_genes_13_5
222011	222011
222013	3719667
222151	553387
222158	222158
222350	222350
222403	222403
22245	4345582
222534	222534
222762	223526
222931	221038
222936	222936
223015	260500
223134	3849648
223351	169515
223431	223431
223575	1842075
223577	1574255
223578	569992
223604	223604
223647	223647
223836	2344568
223945	4470331
223948	223948
224105	224105
22425	4459669
224647	224647
225039	754088
225073	225073
225370	225370
225374	3902438
225376	4424785
225377	225377
225522	225522
225605	225605
225607	225607
22581	4446686
225862	225862
225864	358068
225865	160166
226056	226056
226074	226074
226332	226332
226404	226404
226408	226408
226483	248826
226487	226487
226488	692711
226642	4342336
226857	1580717
22694	22694
22697	22697
227344	227344
227372	227372
227475	572872
227670	228487
227671	234608
227682	548503
227962	227962
227965	227965
228170	229462
228176	228176
228302	4447845
228407	2731109
22883	543801
228859	228859
228937	1577238
229228	229228
229281	347128
229527	229562
229528	330159
22975	633074
229755	4397901
229922	4417539
230171	230171
230249	230249
230262	3347507
230263	230263
230360	230360
230500	179922
230735	217623
2309	801568
231060	305656
231069	4325294
231528	216941
231593	832558
23200	23200
232008	194572
23209	23209
232138	232138
232243	227610
232353	1681530
232354	261352
232478	232478
232681	355822
232878	415491
23289	559851
233253	233253
233254	233254
233255	233255
233433	233433
233573	233573
233789	233789
233977	2212505
234097	165241
234098	234098
234167	234167
234209	158741
234358	234358
235127	235127
23513	23513
235339	235339
235359	4411366
235362	242281
235419	171996
235493	4438155
235788	3390990
235874	2889378
235879	843764
236021	4460507
236024	236024
236025	236025
236029	236029
236143	3142768
236225	236225
236563	236563
236702	4365144
236704	236704
236708	2617884
236786	236786
236923	236923
236929	236929
236952	236952
237034	1042850
237173	237173
237179	237179
237295	237295
237372	237372
237373	237373
237433	152462
237434	4326967
237438	237438
237439	237439
237546	237546
237548	2442916
237663	240577
23777	654665
237783	341698
237789	4446936
237913	700262
238056	157479
238071	3974550
238131	238131
238135	250492
238272	668303
238429	240087
238557	938327
238670	238670
238675	4372695
238702	130884
238740	238741
238746	4442042
238813	238813
238891	238891
238897	238897
238961	238961
238963	256678
238964	249265
238966	238966
238968	238968
238971	4418944
238979	238979
238994	241368
238997	238997
238999	310245
239013	1139884
239208	1110821
239370	1133769
239375	239375
239463	1130705
239667	543173
239668	806416
239710	4430516
239802	239802
239882	3573437
239951	239951
240034	240034
2401	147086
240104	4347875
240200	4383820
2403	2403
240467	1122985
240501	240501
240506	240506
240664	240664
240669	249870
240954	1132732
241136	241136
241331	112402
241338	992170
241551	241551
241556	241556
241674	193279
241676	1107235
241749	237120
241890	240357
241963	241963
241968	241968
241971	241971
241976	241976
241999	241999
24211	24211
242284	242284
242288	564411
242336	1023551
242338	243599
242407	4344400
242418	239598
242512	15993
242598	242598
242603	242603
242608	242608
242751	240451
242756	250382
242867	805487
242984	982030
243041	556100
243150	243150
243296	806033
243360	243360
243363	243363
243365	243365
243487	243487
243561	4476708
24370	266210
243874	243874
244000	244000
244007	1129059
244008	244008
244081	633828
244133	1108479
244241	244241
244304	3963289
244332	580850
244338	4397670
244423	244423
244455	244455
244484	244484
244692	265793
244699	543458
244715	872889
244792	552989
244810	109365
244917	4301407
244994	244994
244996	244996
245050	663885
245061	635683
245141	245141
245143	245143
245146	152373
245267	4316533
245374	245374
245490	245490
245648	245648
245840	1122362
245848	233981
245931	680808
245935	103411
246075	3060403
246110	246110
246133	676770
246136	246136
246166	594371
246188	4401982
246223	303808
24630	24630
246345	614917
246379	274740
24638	24638
246458	550225
246550	4309682
246692	252339
246710	246712
246713	246713
246715	246717
247036	247036
247260	247260
247268	1127853
247445	247445
247542	247542
247573	4308017
247605	682736
247680	257302
247722	247722
247742	1121555
247895	4453767
247916	247916
247917	1144898
247992	544457
247996	247996
248066	248066
248069	248069
248140	2085032
248412	4295177
248417	248417
248492	248492
248498	248498
248590	248590
248591	248591
248771	320782
248773	248773
248923	248923
248927	1564763
249037	249037
24907	1061134
249174	115035
249247	249247
249280	249280
249428	1135358
249501	249501
249502	4011113
249507	4303453
249508	249508
249738	249738
249839	4332780
249853	801568
249854	244202
249859	249859
250174	250174
250361	835456
250365	1134327
250392	4462888
250460	250460
250650	711705
250699	1111006
250719	4394689
250928	249245
250929	3666503
251031	556017
251034	512148
251069	251069
251280	251280
251287	251287
251306	4477122
25151	25151
251561	1121926
251677	4301997
251736	246461
251837	4434204
252035	4372979
252037	4203048
25212	800075
252171	221302
252178	4441734
252179	240809
252244	252244
252248	4321742
252376	1134817
252377	252377
252454	252454
252618	311201
252720	252720
252725	345277
252958	1019326
253035	253035
253051	515962
253054	227011
253055	4360236
253157	1002239
2534	2534
25340	12300
253573	253573
253574	277957
253575	253575
253590	253590
253630	253630
253776	253776
2538	3995174
254009	4237652
254105	4460717
254180	254180
254262	4369700
254341	256270
254471	1144575
254556	1040172
254610	254610
254618	254618
254690	254690
254851	254851
254858	384856
254870	254870
254873	4437011
254951	254951
254954	254954
254959	784506
255073	4465445
255077	17991
25508	553146
255102	255102
255104	648795
255109	255109
255272	2932342
255358	255358
255567	574719
255611	1109646
255735	253404
255816	255816
25583	113542
255838	255838
256389	1500418
256412	542030
256413	256413
256614	256614
256695	4157176
256750	256750
256848	256848
256966	659756
257088	257088
257122	196934
257176	993841
257240	3868361
257244	1638797
257293	560705
257366	2644916
257461	257461
257465	548956
257466	698496
257467	183441
257504	4482599
257508	737951
257638	1618938
257774	257774
257775	257775
257862	4430956
257902	257902
257905	650764
258028	576540
258089	258089
258097	258097
258099	258099
258113	4419617
258325	258325
258548	258548
258700	272953
258721	4334867
258724	258724
258729	4380971
258785	258785
258787	258787
258873	261285
258876	262268
25904	338039
259123	572872
259188	533624
259372	259372
259377	1130804
259451	260205
259452	1128503
259454	259454
259542	1142684
259544	259544
259550	261715
259552	259552
259557	259557
259708	267462
259781	259781
260128	260128
260290	260290
260430	2104890
260637	4403901
260773	260773
260788	260788
260790	260790
260890	260890
2610	106281
261022	4342104
261097	261097
2611	2611
261111	261111
261113	261113
261114	261114
261542	261542
261544	818369
261680	261680
261703	606927
261705	261705
261781	4370979
261878	261878
261914	4050730
262012	1991255
262016	262016
262018	224834
262043	39443
262091	262091
262099	4482772
262115	953211
262333	262333
262429	262429
262484	262484
26264	26264
262724	262724
262735	411486
262781	262781
262783	2470350
262812	262812
262833	2755928
262835	8134
262838	4393208
263054	275739
263296	263296
263318	4415421
263390	263390
263396	263396
263398	263398
263552	263552
263865	263865
264010	241895
264023	264023
264255	264255
264293	264293
264312	259623
264416	264416
264507	264507
264509	264509
264625	288736
264742	3509162
264746	264746
264985	264985
265043	657718
265128	4483893
265749	4358795
265850	320408
265854	1131002
26586	4416987
265950	324143
266085	266085
266087	2389070
266088	4481131
266102	4441911
266103	266103
266214	336696
266314	276808
266671	567976
266734	266734
266941	13763
266945	1142257
267066	276663
26708	26708
267261	535792
267263	267263
267273	263507
267389	512846
267447	4305451
267568	267568
267768	1111115
267833	819552
267978	3191490
267992	4463476
268098	4318693
268169	113365
268479	561099
268486	2286321
268560	1011502
268685	268685
268688	268688
268730	268730
268975	8523
269000	263866
269003	173417
269081	4354965
269089	269089
269156	269156
269228	269228
269360	269360
269365	269365
269618	269657
269619	269619
269942	264229
269946	2463253
269949	269949
270150	1584969
270153	270153
270156	4481206
270363	270363
270441	274619
270447	328424
270707	270707
270852	270852
271035	271035
271039	1913124
271413	14476
271579	271579
27158	4429977
271680	271680
271681	304099
271688	215778
271883	1105927
271885	548263
271962	271962
272161	4400789
272166	272166
272292	589627
272458	4323106
27253	27253
272555	272555
272558	272558
272615	272615
272691	733538
272697	272697
272699	272699
272869	2834426
27293	27293
272980	272980
273062	273062
273255	279007
273361	243150
273369	1136916
273544	273544
273549	268962
273600	273600
273604	3942100
273810	273810
273823	206587
273874	307366
274083	274083
274087	274087
274122	274122
274123	566012
274125	177240
274243	274243
274244	4476561
274248	1136141
274279	274279
274290	2526440
274294	274294
274299	274299
274382	531921
274432	4460871
274642	274642
274779	274779
274828	274828
274900	274900
274907	274907
274909	260326
274981	274981
275020	4366457
275021	275021
275025	711998
275098	275098
275110	275110
275116	275116
275227	275227
275246	275246
275388	4308369
275413	268962
275472	275472
275521	275521
275657	236736
275663	28736
275891	495007
276225	276225
27633	4414261
276490	1127743
276652	276652
2767	400480
276755	276755
277037	277037
277178	269672
277303	277303
277380	1138565
277385	277385
277489	752354
277633	277633
277727	277727
277855	277855
277923	277923
277925	203195
278075	278075
278158	278158
278272	4327452
278279	4442263
278345	278345
278349	3116097
278471	782472
278503	278503
278532	3780777
278670	278670
278675	278675
278678	278678
278727	278727
278733	278733
278734	4426580
278735	278735
278848	278848
278911	4387230
278960	278960
279075	279075
279076	279076
279154	525200
279158	542933
279248	279248
279249	510965
279291	4348417
279401	279401
279404	279404
279487	279487
279993	279993
2800	2800
2801	2801
2805	3478700
280518	285364
280781	280781
2808	579998
280943	280943
281062	829116
281260	281260
281469	281469
281663	281663
281975	526833
28246	28246
282549	282549
283225	283225
283400	283400
284293	284293
284348	284348
284456	284456
284550	674234
284577	284577
284592	284592
285281	275069
28540	28540
28549	109519
286104	1692229
286668	286668
28670	28670
286813	286813
287156	547714
287160	4477999
287241	821579
287527	514045
287530	2491754
287534	214450
287535	749770
287539	287539
287550	289327
287786	287786
287789	3531225
287834	2714942
287835	318366
287838	340484
287880	287880
287902	296609
287984	287984
288053	298108
288153	306480
288156	298408
288212	288212
288215	288215
288295	279155
2885	2885
28868	28868
288740	288740
288743	288743
288748	288748
289014	301603
289113	289113
289125	4303851
289304	289304
289306	289306
289452	289452
289508	653071
289509	289509
28952	4324196
28957	4424932
28959	59537
289734	289734
289774	289774
290036	289193
290109	4412542
290167	143873
290168	1146784
290346	291055
290356	290356
290466	290466
290559	290559
290582	321078
290696	290696
290797	1660700
290809	298770
290815	290815
290892	72104
290894	278928
291025	426638
291187	291187
291440	295917
291561	291561
291568	4402605
291630	291630
291733	291733
291739	338057
291815	291815
291859	114000
291940	772543
291951	343699
292062	292062
292073	292073
292246	292246
292309	353383
29235	29235
292384	287570
292386	298395
292387	292387
292471	4374289
292651	4369901
292656	299875
292918	620035
292962	292962
293169	301891
293417	293417
2935	2935
293546	293546
2936	4368012
293670	317802
29377	29377
29387	29387
294058	294058
294080	294080
294143	4474215
29419	29419
294467	294467
294505	303206
294670	4454507
294672	2036135
294710	294710
294790	222458
294794	294794
294834	4331736
294838	294838
294909	294909
294949	296235
295046	295046
295048	295048
295095	295095
295166	295166
295289	295289
295362	143694
295364	352631
295365	295365
295366	310380
295369	301677
295444	295444
295539	295539
295711	570049
295935	295935
296033	296033
296038	296038
296196	296001
296325	296325
296456	296456
296495	296495
29654	29654
296553	296553
296690	313153
296693	296693
296695	27711
296697	296697
296717	296717
296719	294794
296821	296821
296902	296902
29702	29702
297261	4434052
297340	560276
297395	262377
297396	297396
297581	297581
297585	291063
297641	297641
297642	804526
297744	297744
297847	295738
298139	298139
298301	354095
298302	298302
298423	298423
298588	298588
298589	540563
298641	298641
298642	132359
298691	566064
298712	289841
298714	298714
298794	298794
298947	561640
299	2766888
29902	212228
299042	299042
299140	296235
299146	103678
299307	299307
299484	532771
299777	4314720
299790	315648
299892	347337
299985	299985
300075	311677
300235	300235
300285	300285
300300	300300
300384	300384
300385	4324985
300601	300601
300681	300681
300689	300689
300734	1136109
300813	300813
300827	300827
300935	300935
301331	301331
301561	738351
30167	49674
301722	301722
301911	301911
301917	305182
302037	887025
302194	302194
302412	302412
302419	345687
302458	4469355
302494	302494
302511	302511
302512	267549
302729	353376
302812	549499
302819	4316193
302890	149627
302892	152964
302919	302919
303063	705403
303068	303068
30334	726712
303390	303390
303394	303394
303415	3941249
303452	303452
303552	303552
303554	303554
303559	303559
303853	557138
304071	304071
304122	304122
304224	570692
304293	324431
304312	304312
304375	304375
304376	304376
304392	304392
304393	301042
304402	343104
304489	334215
304523	542475
304724	304724
304909	304909
305194	3942100
305424	304638
305546	83963
30568	4415788
30569	30569
305726	517583
305729	305729
305841	305841
