Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
S4.141269	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V99, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M33Fotr.140533	Bacterial Community Variation in Human Body Habitats Across Space and Time, right sole of foot	QDB_0449	ENVO:00002036	habitat	0.123767828987	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S100.141261	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V4, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S26.141152	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V86, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M5b.533952	Intertidal microbes 16s for 2009 and 2015, marine	QDB_0662	ENVO:00000090	coastal plain	0.29368354108	0	0.000604878446618	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
IN2y.609501	spatial series of transects through gradients in Yellowstone, microbial mat	QDB_0925	ENVO:01000008	microbial mat	0.297257609458	5	0.2001811416	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
M041.20.683066	Microbial diversity analysis at different depths and stations in great lakes of the US (Michigan, Superior), freshwater	QDB_1041	ENVO:00000021	freshwater lake	0.23412857302	0	0.000604878446618	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00002011	fresh water	ENVO:00000873	freshwater biome
S80.141219	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V135, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S73.141288	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V128, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
UDB31.660751	Kelley nicu contamination, Swab was taken from NICU door button surface2 UCSD	QDB_0386	ID:0000020	mouth	0.122503595655	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
S105.141148	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V7, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
59.HA.Stool.663905	Ultra-high-throughput microbial community analysis on the Illumina HiSeq and MiSeq platforms, human gut	QDB_1684	ENVO:01000007	microbial feature	0.10905468336	4	0.0908687678472	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
M16.533966	Intertidal microbes 16s for 2009 and 2026, epibiont	QDB_0662	ENVO:00000090	coastal plain	0.267021894957	6	0.365683897177	ENVO:00002032	ENVO:00002032	organism-associated habitat	ENVO:00002034	biofilm
Callimicos.284405	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, goeldi's marmoset gut	QDB_0626	ID:0000000	animal microbiome	0.104270895953	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
F32Mout.140603	Bacterial Community Variation in Human Body Habitats Across Space and Time, mouth	QDB_0449	ENVO:00002036	habitat	0.140089873337	4	0.0908687678472	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat
S79.141227	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V134, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
20.141775	Bangladesh groundwater sediment metagenome, groundwater sediment	QDB_0130	ENVO:00000061	underground water body	0.262963122549	3	0.0342097930214	ENVO:00000026	ENVO:00002045	anaerobic sediment	ENVO:00000889	Large river delta biome	ENVO:00000026	well
Antibioticday1.8.74.984471	Antibioticday1 Sample, Treatment 8, mouse gut	QDB_1958	ID:0000002	gut	0.206019550815	1	0.00206932100159	ENVO:00002003	ENVO:00009002	mammalia-associated habitat	ENVO:00002003	feces
S19.141239	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V77, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
P.Massambaba.HA.488591	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880634976	1	0.00206932100159	ENVO:00000092	ENVO:00000092	sea beach	ENVO:00002150	coastal water	ENVO:00000016	sea
SKB8.640193	Cannabis Soil Microbiome, root	QDB_1001	ID:0000000	animal microbiome	0.253761813504	3	0.0342097930214	ENVO:00009001	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00009001	plant-associated habitat
F24.141175	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V166, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
F44.141232	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V178, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004465.1078152	AGP Mercola Food, Vortex H2O Alfalfa	QDB_2013	ENVO:00002002	food product	0.116295958793	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
USO26.660754	Kelley nicu contamination, Swab was taken from NICU counter next to sink UCSD	QDB_0386	ID:0000020	mouth	0.138056673987	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
000004455.1078145	AGP Mercola Food, Cauliflower	QDB_2013	ENVO:00002002	food product	0.144729982694	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
F31Nstr.140608	Bacterial Community Variation in Human Body Habitats Across Space and Time, right nostril	QDB_0449	ENVO:00002036	habitat	0.134474881319	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
Mouth32.280183	Human oral, gut, and plaque microbiota in patients with atherosclerosis, human oral	QDB_0349	ID:0000002	gut	0.143075950809	3	0.0342097930214	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat
UBR25.660755	Kelley nicu contamination, Swab was taken from NICU Baby open bedside drawer handle beneath bed UCSD	QDB_0386	ID:0000020	mouth	0.0934674259509	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
F218A4.140140	Bacterial Community Variation in Human Body Habitats Across Space and Time, human skin	QDB_0450	ID:0000058	skin	0.221483884575	1	0.00206932100159	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004449.1078140	AGP Mercola Food, Garlic	QDB_2013	ENVO:00002002	food product	0.148155840146	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
Arctic.Tundra.1.686748	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.214151133246	0	0.000604878446618	ENVO:00001998	ENVO:00000874	Tundra biome	ENVO:00001998	soil	ENVO:00000112	tundra
PLRP1.50.589050	Pavilion Lake Research Project, 50	QDB_0809	ENVO:00000020	lake	0.249473471024	1	0.00206932100159	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock
VWPig.284418	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, visayam warty pig gut	QDB_0626	ID:0000000	animal microbiome	0.0969387841566	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
000004515.1078199	AGP Mercola Food, V VegSprD1	QDB_2013	ENVO:00002002	food product	0.143075785817	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
Ab.liq.T2.S3.536282	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651642968	4	0.0908687678472	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00009002	mammalia-associated habitat	ENVO:02000019	bodily fluid
Preantibiotic.1.59.984465	Preantibiotic Sample, Treatment 1, mouse gut	QDB_1958	ID:0000002	gut	0.206019550815	1	0.00206932100159	ENVO:00002003	ENVO:00009002	mammalia-associated habitat	ENVO:00002003	feces
outsidemouthT7.U3.536225	Mouse Decomp Forensics 2011, microbial 16S timeseries of corpse decomposition on sterile and untreated soil	QDB_0714	ENVO:01000007	microbial feature	0.104651642968	4	0.0908687678472	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00009002	mammalia-associated habitat	ENVO:02000037	sebum
B5.5.18.06.486121	Bergen Ocean Acidification Mesocosms, marine	QDB_1222	ENVO:00000015	ocean	0.161774915762	0	0.000604878446618	ENVO:00000015	ENVO:00000447	marine biome	ENVO:00002151	ocean water	ENVO:00000015	ocean
M24.533997	Intertidal microbes 16s for 2009 and 2034, marine	QDB_0662	ENVO:00000090	coastal plain	0.29368354108	3	0.0342097930214	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
BlackRhino1.284420	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, black rhinoceros gut	QDB_0626	ID:0000000	animal microbiome	0.110442340694	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
C.3011.01.P1.405224	Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, human gut	QDB_1011	ENVO:01000007	microbial feature	0.140944981061	4	0.0908687678472	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
soil1.0.1g.T0U5.1085324	Mouse Decomp Forensics 2011, soil	QDB_1996	ENVO:00001998	soil	0.200823861861	0	0.000604878446618	ENVO:00001998	ENVO:00000446	terrestrial biome	ENVO:00001998	soil
PO1.2.T8.830854	Ercolini whole grain feces, Fecal sample taken from individual PO1.2	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
000004412.1078118	AGP Mercola Food, NV FerSprD1	QDB_2013	ENVO:00002002	food product	0.115225485793	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
30Jul08D3.611719	bog lake microbiome, freshwater	QDB_1552	ENVO:00000021	freshwater lake	0.467249626773	1	0.00206932100159	ENVO:00002011	ENVO:00002011	fresh water	ENVO:00000873	freshwater biome	ENVO:00002037	freshwater habitat
CFS6.349239	The effects of soil bacterial community structure on decomposition in a tropical rain forest, soil	QDB_0816	ENVO:00000109	woodland	0.348199910003	4	0.0908687678472	ENVO:00001998	ENVO:00001998	soil	ENVO:00005778	tropical soil
S181.141159	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V69, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
UQ302.591115	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.121172248538	2	0.0118310790194	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:00002033	carcass
M22.141223	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V153, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
JJ.743749	Environmental metagenomic interrogation of Thar desert microbial communities, soil	QDB_0829	ENVO:01000007	microbial feature	0.13529956303	5	0.2001811416	ENVO:00001998	ENVO:00001998	soil	ENVO:00000172	sandy desert	ENVO:00002998	Warm deserts and semideserts
M40.141268	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V172, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S78.141196	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V133, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
PO2.1.T0.830808	Ercolini whole grain feces, Fecal sample taken from individual PO2.1	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
S88.141296	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V141, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004450.1078108	AGP Mercola Food, Breast Milk A	QDB_2013	ENVO:02000031	breast milk	0.353123680807	4	0.0908687678472	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
UDB19.660770	Kelley nicu contamination, Swab was taken from NICU door button surface1 UCSD	QDB_0386	ID:0000020	mouth	0.122503595655	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
M12.141195	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V149, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M23.533996	Intertidal microbes 16s for 2009 and 2033, marine	QDB_0662	ENVO:00000090	coastal plain	0.29368354108	3	0.0342097930214	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
PO4.7.T8.830851	Ercolini whole grain feces, Fecal sample taken from individual PO4.7	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
DIRT08.733830	HJ Andrews, Douglas-fir, rep 1, soil	QDB_1038	ENVO:00001998	soil	0.149970176155	0	0.000604878446618	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
UT.15.44.414611	EMP pilot, soil metagenome and 16S, soil	QDB_0808	ENVO:00001998	soil	0.19691344644	0	0.000604878446618	ENVO:00001998	ENVO:00000106	grassland	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil
I.Fundao.AB.414869	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.298914463529	1	0.00206932100159	ENVO:00002007	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002007	sediment
S111.141161	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V14, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
BlackLemur.284412	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, black lemur gut	QDB_0626	ID:0000000	animal microbiome	0.108971218456	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
NsF3O.1083336	Goal of this study was to determine the composition and diversity of microorganisms associated with bioaerosols in a heavily trafficked metropolitan subway environment, indoor	QDB_2029	ENVO:00000404	stratovolcano	0.0655277802191	5	0.2001811416	ENVO:00002005	ENVO:00000446	terrestrial biome	ENVO:00000856	city	ENVO:00002005	air
M14.141224	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V150, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M16.141213	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V151, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S183.141276	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V71, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004433.1078129	AGP Mercola Food, Beet	QDB_2013	ENVO:00002002	food product	0.14642287652	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
sp1286.486369	Metagenome and transcriptome of filtered sea water samples from mesocosms under different CO2 partial pressure. CO2 pressures were increased in multiple mesocosms and samples within each were taken during an elongated period of time., marine	QDB_1235	ENVO:00002149	sea water	0.0891375396092	2	0.0118310790194	ENVO:00002151	ENVO:00002030	aquatic biome	ENVO:00002151	ocean water	ENVO:00000039	fjord
